Country	date	total	cum	increment	double1	double2	double3	double7
Korea	2020-03-23	0	8961	32	214748364800	3276800.00000001	81274.9338607719	1188.79543130956
Korea	2020-03-22	162	8961	31	107374182400	2317047.50059208	64507.9577546175	1076.72015410588
Israel	2020-04-06	474	8904	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Korea	2020-03-21	147	8799	30	53687091200	1638400	51200	975.210923363578
Switzerland	2020-03-23	1321	8795	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Austria	2020-03-29	517	8788	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Korea	2020-03-20	87	8652	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Netherlands	2020-03-27	1172	8603	22	209715200	102400	8063.49471932719	441.635805469524
Korea	2020-03-19	152	8565	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Canada	2020-03-31	1129	8527	24	838860800	204800	12800	538.360077052941
Israel	2020-04-05	579	8430	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Korea	2020-03-18	93	8413	27	6710886400	579261.875148021	25600	724.578931411124
Korea	2020-03-17	84	8320	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Austria	2020-03-28	614	8271	22	209715200	102400	8063.49471932719	441.635805469524
Portugal	2020-04-01	808	8251	21	104857600	72407.7343935026	6400	399.999999999999
Korea	2020-03-16	74	8236	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Korea	2020-03-15	76	8162	24	838860800	204800	12800	538.360077052941
China	2020-01-30	2054	8141	8	12800	800	317.48021039364	110.408951367381
Korea	2020-03-14	107	8086	23	419430400	144815.468787005	10159.3667325965	487.605461681789
United Kingdom	2020-03-24	1427	8077	21	104857600	72407.7343935026	6400	399.999999999999
Brazil	2020-04-02	1208	8044	21	104857600	72407.7343935026	6400	399.999999999999
Iran	2020-03-10	881	8042	15	1638400	9050.96679918782	1600	220.817902734762
Korea	2020-03-13	110	7979	22	209715200	102400	8063.49471932719	441.635805469524
Korea	2020-03-12	114	7869	21	104857600	72407.7343935026	6400	399.999999999999
Israel	2020-04-04	423	7851	27	6710886400	579261.875148021	25600	724.578931411124
Spain	2020-03-15	1407	7798	14	819200	6400.00000000001	1269.92084157456	200
United States	2020-03-18	1362	7783	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Korea	2020-03-11	242	7755	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Sweden	2020-04-07	487	7693	33	429496729600	4634095.00118417	102400	1312.53656961222
Austria	2020-03-27	748	7657	21	104857600	72407.7343935026	6400	399.999999999999
France	2020-03-17	1019	7652	18	13107200	25600	3200	297.198857827389
Korea	2020-03-10	35	7513	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Russia	2020-04-07	1154	7497	24	838860800	204800	12800	538.360077052941
Korea	2020-03-09	164	7478	18	13107200	25600	3200	297.198857827389
Switzerland	2020-03-22	899	7474	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Portugal	2020-03-31	1035	7443	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Netherlands	2020-03-26	1019	7431	21	104857600	72407.7343935026	6400	399.999999999999
Israel	2020-04-03	571	7428	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Turkey	2020-03-28	1704	7402	10	51200	1600	503.968419957949	134.590019263236
Canada	2020-03-30	1118	7398	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Italy	2020-03-08	1492	7375	15	1638400	9050.96679918782	1600	220.817902734762
Korea	2020-03-08	273	7314	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Belgium	2020-03-27	1049	7284	22	209715200	102400	8063.49471932719	441.635805469524
Germany	2020-03-16	1477	7272	16	3276800	12800	2015.8736798318	243.802730840895
Sweden	2020-04-06	376	7206	32	214748364800	3276800.00000001	81274.9338607719	1188.79543130956
Iran	2020-03-09	595	7161	14	819200	6400.00000000001	1269.92084157456	200
Korea	2020-03-07	448	7041	16	3276800	12800	2015.8736798318	243.802730840895
Austria	2020-03-26	1321	6909	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Israel	2020-04-02	765	6857	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Brazil	2020-04-01	1119	6836	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Sweden	2020-04-05	387	6830	31	107374182400	2317047.50059208	64507.9577546175	1076.72015410588
United Kingdom	2020-03-23	967	6650	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
France	2020-03-16	2134	6633	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Korea	2020-03-06	505	6593	15	1638400	9050.96679918782	1600	220.817902734762
Switzerland	2020-03-21	1281	6575	18	13107200	25600	3200	297.198857827389
Iran	2020-03-08	743	6566	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Sweden	2020-04-04	312	6443	30	53687091200	1638400	51200	975.210923363578
United States	2020-03-17	1789	6421	22	209715200	102400	8063.49471932719	441.635805469524
Netherlands	2020-03-25	852	6412	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Portugal	2020-03-30	446	6408	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Spain	2020-03-14	1159	6391	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Russia	2020-04-06	954	6343	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Canada	2020-03-29	704	6280	22	209715200	102400	8063.49471932719	441.635805469524
Belgium	2020-03-26	1298	6235	21	104857600	72407.7343935026	6400	399.999999999999
Sweden	2020-04-03	563	6131	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Israel	2020-04-01	734	6092	24	838860800	204800	12800	538.360077052941
Korea	2020-03-05	467	6088	14	819200	6400.00000000001	1269.92084157456	200
China	2020-01-29	578	6087	7	6400	565.685424949238	251.984209978975	99.9999999999999
Norway	2020-04-07	221	6086	34	858993459200	6553600.00000001	129015.915509235	1449.15786282225
Portugal	2020-03-29	792	5962	18	13107200	25600	3200	297.198857827389
Australia	2020-04-07	98	5895	34	858993459200	6553600.00000001	129015.915509235	1449.15786282225
Italy	2020-03-07	1247	5883	14	819200	6400.00000000001	1269.92084157456	200
Norway	2020-04-06	178	5865	33	429496729600	4634095.00118417	102400	1312.53656961222
Iran	2020-03-07	1076	5823	12	204800	3200	800	164.067071201527
Australia	2020-04-06	110	5797	33	429496729600	4634095.00118417	102400	1312.53656961222
Germany	2020-03-15	1210	5795	15	1638400	9050.96679918782	1600	220.817902734762
Brazil	2020-03-31	1138	5717	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Ireland	2020-04-07	345	5709	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Turkey	2020-03-27	2069	5698	9	25600	1131.37084989848	400	121.901365420447
Australia	2020-04-05	137	5687	32	214748364800	3276800.00000001	81274.9338607719	1188.79543130956
Norway	2020-04-05	137	5687	32	214748364800	3276800.00000001	81274.9338607719	1188.79543130956
United Kingdom	2020-03-22	665	5683	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Korea	2020-03-04	435	5621	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Austria	2020-03-25	305	5588	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Canada	2020-03-28	894	5576	21	104857600	72407.7343935026	6400	399.999999999999
Sweden	2020-04-02	621	5568	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Netherlands	2020-03-24	811	5560	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Australia	2020-04-04	220	5550	31	107374182400	2317047.50059208	64507.9577546175	1076.72015410588
Norway	2020-04-04	180	5550	31	107374182400	2317047.50059208	64507.9577546175	1076.72015410588
China	2020-01-28	2632	5509	6	3200	400	200	90.5723664263906
Russia	2020-04-05	658	5389	22	209715200	102400	8063.49471932719	441.635805469524
Norway	2020-04-03	223	5370	30	53687091200	1638400	51200	975.210923363578
Ireland	2020-04-06	370	5364	24	838860800	204800	12800	538.360077052941
Israel	2020-03-31	663	5358	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Australia	2020-04-03	214	5330	30	53687091200	1638400	51200	975.210923363578
India	2020-04-07	533	5311	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Switzerland	2020-03-20	1219	5294	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Austria	2020-03-24	809	5283	18	13107200	25600	3200	297.198857827389
Spain	2020-03-13	2955	5232	12	204800	3200	800	164.067071201527
Korea	2020-03-03	851	5186	12	204800	3200	800	164.067071201527
Portugal	2020-03-28	902	5170	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Norway	2020-04-02	284	5147	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Australia	2020-04-02	254	5116	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Chile	2020-04-07	301	5116	24	838860800	204800	12800	538.360077052941
Denmark	2020-04-07	390	5071	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
United Kingdom	2020-03-21	1035	5018	18	13107200	25600	3200	297.198857827389
Czech Republic	2020-04-07	195	5017	27	6710886400	579261.875148021	25600	724.578931411124
Ireland	2020-04-05	390	4994	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Sweden	2020-04-01	512	4947	27	6710886400	579261.875148021	25600	724.578931411124
Belgium	2020-03-25	668	4937	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Norway	2020-04-01	222	4863	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Australia	2020-04-01	303	4862	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Poland	2020-04-07	435	4848	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Czech Republic	2020-04-06	235	4822	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Chile	2020-04-06	344	4815	23	419430400	144815.468787005	10159.3667325965	487.605461681789
India	2020-04-06	1190	4778	27	6710886400	579261.875148021	25600	724.578931411124
Netherlands	2020-03-23	545	4749	18	13107200	25600	3200	297.198857827389
Iran	2020-03-06	1234	4747	11	102400	2262.74169979695	634.96042078728	148.599428913695
Russia	2020-04-04	582	4731	21	104857600	72407.7343935026	6400	399.999999999999
Israel	2020-03-30	448	4695	22	209715200	102400	8063.49471932719	441.635805469524
Canada	2020-03-27	640	4682	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Denmark	2020-04-06	312	4681	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Norway	2020-03-31	196	4641	27	6710886400	579261.875148021	25600	724.578931411124
Italy	2020-03-06	778	4636	13	409600	4525.48339959391	1007.9368399159	181.144732852781
United States	2020-03-16	1133	4632	21	104857600	72407.7343935026	6400	399.999999999999
Ireland	2020-04-04	331	4604	22	209715200	102400	8063.49471932719	441.635805469524
Czech Republic	2020-04-05	115	4587	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Germany	2020-03-14	910	4585	14	819200	6400.00000000001	1269.92084157456	200
Brazil	2020-03-30	323	4579	18	13107200	25600	3200	297.198857827389
Australia	2020-03-31	198	4559	27	6710886400	579261.875148021	25600	724.578931411124
France	2020-03-15	30	4499	16	3276800	12800	2015.8736798318	243.802730840895
Austria	2020-03-23	892	4474	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Czech Republic	2020-04-04	381	4472	24	838860800	204800	12800	538.360077052941
Chile	2020-04-05	310	4471	22	209715200	102400	8063.49471932719	441.635805469524
France	2020-03-14	808	4469	15	1638400	9050.96679918782	1600	220.817902734762
Norway	2020-03-30	161	4445	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Sweden	2020-03-31	407	4435	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Romania	2020-04-07	360	4417	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Poland	2020-04-06	311	4413	24	838860800	204800	12800	538.360077052941
Denmark	2020-04-05	292	4369	27	6710886400	579261.875148021	25600	724.578931411124
Australia	2020-03-30	377	4361	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Korea	2020-03-02	599	4335	11	102400	2262.74169979695	634.96042078728	148.599428913695
Norway	2020-03-29	269	4284	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Ireland	2020-04-03	424	4273	21	104857600	72407.7343935026	6400	399.999999999999
Belgium	2020-03-24	526	4269	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Portugal	2020-03-27	724	4268	16	3276800	12800	2015.8736798318	243.802730840895
Brazil	2020-03-29	352	4256	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Israel	2020-03-29	628	4247	21	104857600	72407.7343935026	6400	399.999999999999
Netherlands	2020-03-22	573	4204	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Chile	2020-04-04	424	4161	21	104857600	72407.7343935026	6400	399.999999999999
Russia	2020-04-03	601	4149	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Poland	2020-04-05	475	4102	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Czech Republic	2020-04-03	233	4091	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Denmark	2020-04-04	320	4077	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Switzerland	2020-03-19	1047	4075	16	3276800	12800	2015.8736798318	243.802730840895
Romania	2020-04-06	193	4057	24	838860800	204800	12800	538.360077052941
Canada	2020-03-26	791	4042	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Pakistan	2020-04-07	269	4035	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Sweden	2020-03-30	328	4028	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Norway	2020-03-28	260	4015	24	838860800	204800	12800	538.360077052941
Australia	2020-03-29	344	3984	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
United Kingdom	2020-03-20	1294	3983	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Malaysia	2020-04-07	170	3963	34	858993459200	6553600.00000001	129015.915509235	1449.15786282225
Japan	2020-04-07	252	3906	51	112589990684262400	2372656640.6063	6553600.00000001	7801.68738690861
Brazil	2020-03-28	487	3904	16	3276800	12800	2015.8736798318	243.802730840895
Romania	2020-04-05	251	3864	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Czech Republic	2020-04-02	350	3858	22	209715200	102400	8063.49471932719	441.635805469524
Italy	2020-03-05	769	3858	12	204800	3200	800	164.067071201527
Ireland	2020-04-02	402	3849	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Malaysia	2020-04-06	131	3793	33	429496729600	4634095.00118417	102400	1312.53656961222
Pakistan	2020-04-06	609	3766	22	209715200	102400	8063.49471932719	441.635805469524
Philippines	2020-04-07	104	3764	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Denmark	2020-04-03	371	3757	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Norway	2020-03-27	386	3755	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Ecuador	2020-04-07	0	3747	21	104857600	72407.7343935026	6400	399.999999999999
Ecuador	2020-04-06	101	3747	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Belgium	2020-03-23	342	3743	18	13107200	25600	3200	297.198857827389
Chile	2020-04-03	333	3737	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Korea	2020-03-01	586	3736	10	51200	1600	503.968419957949	134.590019263236
Sweden	2020-03-29	253	3700	24	838860800	204800	12800	538.360077052941
Germany	2020-03-13	1597	3675	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Malaysia	2020-04-05	179	3662	32	214748364800	3276800.00000001	81274.9338607719	1188.79543130956
France	2020-03-13	1380	3661	14	819200	6400.00000000001	1269.92084157456	200
Philippines	2020-04-06	414	3660	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Japan	2020-04-06	515	3654	50	56294995342131200	1677721600.00001	5201595.7670894	7066.17288751237
Ecuador	2020-04-05	181	3646	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Australia	2020-03-28	497	3640	24	838860800	204800	12800	538.360077052941
Netherlands	2020-03-21	637	3631	16	3276800	12800	2015.8736798318	243.802730840895
Turkey	2020-03-26	1196	3629	8	12800	800	317.48021039364	110.408951367381
Poland	2020-04-04	244	3627	22	209715200	102400	8063.49471932719	441.635805469524
Israel	2020-03-28	584	3619	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Romania	2020-04-04	430	3613	22	209715200	102400	8063.49471932719	441.635805469524
India	2020-04-05	506	3588	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Austria	2020-03-22	768	3582	16	3276800	12800	2015.8736798318	243.802730840895
Russia	2020-04-02	771	3548	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
